###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
60211.321804  12.952  0.002 23955   55 o  0 907.88  90.26700 -18.96770  9426.50  1641.37 2.56 2.37 -33.1 -0.400 19.33 20.86 04a60211o0701o
60211.326936  12.971  0.002 23522   54 o  0 1062.19  90.26700 -18.96770  9484.61  1719.23 2.56 2.27 -31.6 -0.382 19.43 20.88 04a60211o0712o
60211.332465  13.016  0.002 22564   53 o  0 505.31  90.26700 -18.96770  9506.49  1601.92 2.86 2.45 -27.6 -0.344 19.38 20.92 04a60211o0724o
60214.321444  12.938  0.002 24266   57 o  0 495.72  90.26700 -18.96770  7245.72  3266.44 2.12 2.02 -35.6 -0.424 18.89 19.65 04a60214o0732o
60214.325082  12.946  0.002 24074   57 o  0 759.72  90.26700 -18.96770  7227.64  3228.02 2.12 1.96 -31.7 -0.432 18.94 19.66 04a60214o0740o
60214.341737  12.946  0.002 24078   56 o  0 546.54  90.26700 -18.96770  7288.51  3306.67 2.14 2.00 -29.7 -0.431 18.96 19.78 04a60214o0776o
60214.346329  12.939  0.002 24243   59 o  0 594.79  90.26700 -18.96770  7310.03  3189.96 2.17 2.10 -37.9 -0.446 18.94 19.80 04a60214o0786o
60216.067615  12.630  0.217 32220 7007 o  0   1.42  90.26700 -18.96770  9897.41  7164.33 2.65 2.20 -52.0 -0.617 14.17 13.79 03a60216o0704o
60216.074961  13.002  0.026 22866  586 o  0   1.01  90.26700 -18.96770  9935.33  7204.71 2.74 2.15 -50.6 -0.365 17.03 17.04 03a60216o0720o
60216.089709  12.888  0.049 25390 1253 o  0   1.38  90.26700 -18.96770  9958.56  7088.96 2.68 2.23 -48.7 -0.427 15.85 15.76 03a60216o0749o
60217.315996  12.902  0.003 25078   65 o  0 299.40  90.26700 -18.96770  9996.90  7108.60 2.54 2.19  -0.7 -0.433 18.68 19.26 04a60217o0727o
60217.317823  12.905  0.002 25012   62 o  0 401.96  90.26700 -18.96770  9977.30  7070.28 2.55 2.25  -7.9 -0.440 18.65 19.27 04a60217o0731o
60217.322925  12.926  0.003 24533   66 o  0 141.47  90.26700 -18.96770 10036.48  7147.75 2.60 2.33  -9.9 -0.425 18.62 19.31 04a60217o0742o
60217.332997  12.915  0.003 24770   62 o  0 241.88  90.26700 -18.96770 10057.65  7032.32 2.59 2.32 -13.9 -0.434 18.63 19.36 04a60217o0761o
60219.071148  12.941  0.002 24186   58 o  0  64.87  90.26700 -18.96770  1480.11  3390.57 2.54 2.28 -62.9 -0.408 18.79 19.50 03a60219o0735o
60219.076197  12.952  0.002 23935   58 o  0  73.06  90.26700 -18.96770  1461.83  3351.11 2.34 2.17 -62.7 -0.419 18.88 19.53 03a60219o0745o
60219.079374  12.937  0.002 24283   56 o  0 164.23  90.26700 -18.96770  1519.28  3429.89 2.34 2.14 -64.8 -0.426 18.90 19.54 03a60219o0752o
60219.084843  12.931  0.002 24403   56 o  0  96.65  90.26700 -18.96770  1540.59  3314.73 2.36 2.17 -63.5 -0.419 18.88 19.55 03a60219o0764o
60222.062636  12.942  0.003 24167   65 o  0  63.28  90.26700 -18.96770  6072.82  9228.48 2.56 2.15 -45.3 -0.399 18.60 19.11 03a60222o0695o
60222.065451  12.949  0.003 24006   64 o  0 100.40  90.26700 -18.96770  6053.44  9189.86 2.54 2.13 -45.6 -0.397 18.64 19.14 03a60222o0701o
60222.071894  12.931  0.003 24417   66 o  0  77.43  90.26700 -18.96770  6110.24  9268.87 2.53 2.12 -44.9 -0.401 18.56 19.04 03a60222o0715o
60222.077759  12.941  0.003 24190   66 o  0  86.50  90.26700 -18.96770  6130.84  9151.80 2.52 2.10 -48.8 -0.399 18.58 19.07 03a60222o0726o
60226.185437  12.944  0.002 24113   59 o  0 329.75  90.26700 -18.96770  5215.43  1413.40 2.32 2.25 -13.6 -0.386 18.87 20.25 04a60226o0445o
60226.220871  12.953  0.002 23916   57 o  0 452.14  90.26700 -18.96770  5178.68  1379.43 2.19 2.08  15.1 -0.412 19.17 20.59 04a60226o0519o
60226.240289  12.938  0.002 24265   56 o  0 730.02  90.26700 -18.96770  5228.23  1461.86 2.07 2.05  48.1 -0.427 19.32 20.78 04a60226o0557o
60226.243537  12.957  0.002 23845   56 o  0 1183.61  90.26700 -18.96770  5246.18  1344.97 2.10 2.03  41.3 -0.422 19.30 20.82 04a60226o0564o
60228.059402  12.949  0.002 24016   53 o  0 719.06  90.26700 -18.96770  3481.81  5295.31 2.16 1.92 -60.2 -0.426 19.50 20.76 03a60228o0646o
60228.062572  12.949  0.002 24021   55 o  0 428.15  90.26700 -18.96770  3464.05  5256.95 2.14 1.95 -60.3 -0.434 19.51 20.75 03a60228o0653o
60228.068042  12.933  0.002 24360   54 o  0 597.84  90.26700 -18.96770  3523.30  5336.36 2.15 1.96 -56.9 -0.429 19.51 20.76 03a60228o0665o
60228.078169  12.947  0.002 24048   52 o  0 804.96  90.26700 -18.96770  3547.55  5219.74 2.15 1.94 -61.2 -0.419 19.51 20.77 03a60228o0685o
60229.174599  13.004  0.002 22829   57 o  0 784.37  90.26700 -18.96770  3548.41  5376.64 2.34 2.19  84.3 -0.367 18.95 20.40 04a60229o0420o
60229.178810  12.978  0.003 23370   59 o  0 187.21  90.26700 -18.96770  3525.29  5340.12 2.28 2.15  85.0 -0.367 18.98 20.40 04a60229o0429o
60229.184004  12.979  0.003 23350   58 o  0  83.45  90.26700 -18.96770  3582.40  5418.60 2.36 2.21  87.3 -0.365 19.01 20.48 04a60229o0440o
60229.194663  12.965  0.002 23666   57 o  0  76.41  90.26700 -18.96770  3595.49  5304.38 2.42 2.31 -89.3 -0.371 19.01 20.58 04a60229o0463o
60234.043059  12.938  0.002 24250   53 o  0 742.22  90.26700 -18.96770  4063.88  7337.57 2.32 2.05 -51.0 -0.415 19.50 20.79 03a60234o0601o
60234.045788  12.952  0.002 23940   52 o  0 489.92  90.26700 -18.96770  4046.48  7298.54 2.33 2.08 -55.5 -0.409 19.48 20.76 03a60234o0607o
60234.049090  12.941  0.002 24189   54 o  0 429.53  90.26700 -18.96770  4102.01  7378.15 2.34 2.07 -59.1 -0.408 19.49 20.72 03a60234o0614o
60234.057267  12.958  0.002 23807   53 o  0 405.47  90.26700 -18.96770  4125.28  7263.21 2.49 2.16 -47.4 -0.389 19.39 20.72 03a60234o0632o
60240.049204  12.917  0.002 24727   61 o  0 720.42  90.26700 -18.96770  7175.84  1320.71 2.09 1.99  12.7 -0.490 19.24 20.25 03a60240o0177o
60240.084609  12.941  0.002 24182   53 o  0 708.78  90.26700 -18.96770  7166.87  1286.40 2.35 2.02 -46.8 -0.425 19.34 20.54 03a60240o0250o
60240.110046  12.961  0.002 23754   54 o  0 443.57  90.26700 -18.96770  3337.25  9198.10 2.66 2.14 -38.6 -0.380 19.27 20.45 03a60240o0301o
60240.113533  12.956  0.002 23852   58 o  0 254.15  90.26700 -18.96770  3316.20  9315.23 2.51 2.05 -41.6 -0.384 19.03 20.02 03a60240o0306o
60240.244387  12.962  0.002 23723   54 o  0 260.86  90.26700 -18.96770  7111.82  1324.73 2.50 2.30 -25.9 -0.382 19.09 20.32 04a60240o0547o
60240.251251  12.960  0.002 23779   54 o  0 524.45  90.26700 -18.96770  7093.14  1286.65 2.45 2.23 -28.4 -0.388 19.16 20.42 04a60240o0562o
60240.269942  12.956  0.002 23862   54 o  0 625.51  90.26700 -18.96770  7153.38  1365.17 2.36 2.14 -28.3 -0.391 19.28 20.56 04a60240o0602o
60240.278296  12.969  0.002 23579   53 o  0 841.74  90.26700 -18.96770  7176.18  1250.48 2.52 2.43 -31.0 -0.393 19.23 20.69 04a60240o0619o
60240.367295  12.961  0.002 23757   53 o  0 647.92  90.26700 -18.96770  3543.38  9326.62 2.94 2.22 -74.9 -0.385 19.23 20.81 04a60240o0807o
60241.259343  12.956  0.004 23848  105 o  0  56.20  90.26700 -18.96770  7107.10  1326.24 2.19 2.04 -34.5 -0.426 17.16 17.85 04a60241o0552o
60241.262515  12.950  0.003 23996   79 o  0  77.67  90.26700 -18.96770  7089.56  1287.47 2.28 2.17 -40.2 -0.403 18.07 18.80 04a60241o0559o
60241.268385  12.939  0.004 24244  100 o  0  51.95  90.26700 -18.96770  7148.23  1365.62 2.22 2.07 -39.3 -0.421 17.61 18.10 04a60241o0572o
60241.274335  12.957  0.004 23823   96 o  0  48.83  90.26700 -18.96770  7170.27  1248.49 2.24 2.11 -35.2 -0.408 17.94 18.58 04a60241o0585o
60242.014544  12.928  0.002 24483   58 o  0 443.87  90.26700 -18.96770 10024.67  9108.61 2.73 2.09 -46.5 -0.424 19.05 19.85 03a60242o0550o
60242.017259  12.936  0.002 24310   58 o  0 238.21  90.26700 -18.96770 10006.88  9069.69 2.84 2.26 -44.9 -0.411 19.00 19.87 03a60242o0556o
60242.021324  12.945  0.002 24108   60 o  0 340.05  90.26700 -18.96770 10063.26  9149.39 2.82 2.20 -45.7 -0.420 18.90 19.64 03a60242o0565o
60242.027251  12.946  0.002 24076   59 o  0 266.85  90.26700 -18.96770 10087.60  9033.47 2.71 2.22 -45.3 -0.403 18.88 19.64 03a60242o0578o
60243.036506  12.951  0.003 23957   67 o  0 172.91  90.26700 -18.96770 10017.45  9112.78 2.61 1.99 -49.8 -0.431 18.72 19.27 03a60243o0567o
60243.041071  12.924  0.003 24565   68 o  0 185.80  90.26700 -18.96770  9996.81  9075.01 2.57 1.98 -49.6 -0.438 18.64 19.05 03a60243o0575o
60243.067802  12.926  0.002 24521   56 o  0 592.32  90.26700 -18.96770 10062.19  9156.20 2.65 2.20 -39.1 -0.424 19.16 20.06 03a60243o0627o
60243.086023  12.953  0.002 23912   57 o  0 422.04  90.26700 -18.96770 10089.44  9043.17 2.59 2.28 -38.8 -0.411 19.15 20.21 03a60243o0661o
60244.251228  12.968  0.005 23601  112 o  0   8.57  90.26700 -18.96770  9639.93  5565.77 3.03 2.62 -16.4 -0.334 16.67 17.22 04a60244o0560o
60244.253056  12.987  0.009 23192  202 o  0   2.23  90.26700 -18.96770  9620.93  5527.07 3.09 2.73 -20.5 -0.344 17.04 17.53 04a60244o0564o
60244.255812  12.977  0.011 23404  256 o  0   2.05  90.26700 -18.96770  9680.19  5604.24 2.94 2.53 -20.0 -0.353 16.38 17.97 04a60244o0570o
60244.268800  12.976  0.008 23411  181 o  0   5.37  90.26700 -18.96770  9703.83  5489.37 2.83 2.38 -16.6 -0.356 16.15 17.35 04a60244o0594o
60247.271170  11.666  0.007 78244  550 o  0 1455.71  90.26700 -18.96770  2210.66  7517.33 2.43 1.98 -79.9 -0.411 15.73 15.50 04a60247o0590o
60247.273459  12.956  0.004 23845   93 o  0  40.92  90.26700 -18.96770  2192.98  7478.31 2.31 1.88 -82.8 -0.405 18.01 18.24 04a60247o0595o
60247.276317  12.938  0.003 24248   70 o  0  88.80  90.26700 -18.96770  2253.52  7556.49 2.24 1.80 -79.1 -0.410 18.36 18.53 04a60247o0601o
60247.281747  13.173  0.177 19529 3463 o  0   1.13  90.26700 -18.96770  2276.50  7439.46 2.40 1.98 -77.8 -0.430 13.64 13.36 04a60247o0613o
60247.987025  12.967  0.003 23614   62 o  0  33.29  90.26700 -18.96770  9535.57  3674.80 2.72 2.43 -47.0 -0.356 18.35 18.90 03a60248o0487o
60247.988851  12.954  0.003 23892   65 o  0  32.26  90.26700 -18.96770  9516.91  3636.66 2.69 2.36 -55.1 -0.355 18.37 18.92 03a60248o0491o
60247.991717  12.956  0.003 23860   64 o  0  32.61  90.26700 -18.96770  9573.05  3715.14 2.59 2.39 -52.2 -0.377 18.43 18.92 03a60248o0497o
60247.996803  12.975  0.003 23447   60 o  0  52.32  90.26700 -18.96770  9595.79  3600.16 2.57 2.34 -56.2 -0.357 18.38 18.90 03a60248o0508o
60249.035634  12.949  0.002 24009   60 o  0  67.21  90.26700 -18.96770  9538.04  3681.23 2.42 2.22 -55.5 -0.392 18.68 19.22 03a60249o0571o
60249.038004  12.943  0.002 24137   58 o  0  70.33  90.26700 -18.96770  9520.50  3642.83 2.40 2.22 -55.3 -0.390 18.75 19.29 03a60249o0576o
60249.041172  12.947  0.002 24046   58 o  0 103.68  90.26700 -18.96770  9577.53  3721.71 2.37 2.16 -56.1 -0.396 18.73 19.32 03a60249o0583o
60249.046746  12.953  0.002 23914   58 o  0  58.14  90.26700 -18.96770  9602.14  3606.60 2.45 2.28 -54.2 -0.384 18.74 19.33 03a60249o0594o
60253.267933  12.940  0.002 24201   55 o  0 735.53  90.26700 -18.96770  5468.73  5306.99 2.03 1.91 -75.9 -0.435 19.29 20.49 04a60253o0503o
60253.269870  12.941  0.002 24181   56 o  0 743.48  90.26700 -18.96770  5449.01  5268.51 2.05 1.90 -71.0 -0.431 19.29 20.48 04a60253o0507o
60253.272616  12.954  0.002 23891   54 o  0 1154.73  90.26700 -18.96770  5510.88  5345.38 2.00 1.89 -70.9 -0.441 19.31 20.48 04a60253o0513o
60253.297000  12.943  0.002 24139   55 o  0 833.30  90.26700 -18.96770  5548.73  5227.63 2.05 1.91 -62.8 -0.439 19.30 20.44 04a60253o0560o
60256.246846  12.956  0.002 23867   54 o  0 908.28  90.26700 -18.96770  1586.85  5476.07 2.08 1.88 -89.4 -0.414 19.51 20.84 04a60256o0481o
60256.248672  12.958  0.002 23804   54 o  0 1023.50  90.26700 -18.96770  1568.36  5436.95 2.12 1.93  87.8 -0.413 19.50 20.88 04a60256o0485o
60256.252278  12.956  0.002 23850   53 o  0 1315.84  90.26700 -18.96770  1627.02  5515.59 2.14 1.91  89.4 -0.406 19.49 20.90 04a60256o0493o
60256.257453  12.953  0.002 23925   53 o  0 1092.36  90.26700 -18.96770  1652.35  5398.60 2.12 1.95 -85.6 -0.414 19.47 20.87 04a60256o0504o
60260.029037  13.426  0.003 15467   42 c  0 313.21  90.26700 -18.96770  9515.92  1737.12 2.54 2.36 -46.4 -0.405 19.72 21.80 03a60260o0543c
60260.031857  13.444  0.003 15213   42 c  0 349.71  90.26700 -18.96770  9498.86  1698.10 2.48 2.28 -46.9 -0.407 19.78 21.83 03a60260o0549c
60260.054907  13.452  0.003 15112   40 c  0 703.76  90.26700 -18.96770  9560.77  1780.12 2.61 2.21 -53.3 -0.402 19.73 21.84 03a60260o0598c
60260.079681  13.432  0.003 15389   41 c  0 242.49  90.26700 -18.96770   987.14  8896.30 2.58 2.24 -43.0 -0.400 19.76 21.74 03a60260o0649c
60260.102475  13.443  0.003 15239   45 c  0  74.18  90.26700 -18.96770  1027.10  8838.67 2.73 2.37 -41.6 -0.381 19.12 20.18 03a60260o0695c
60262.252763  12.886  0.002 25452   57 o  0 2404.47  90.26700 -18.96770  6115.91  7333.22 2.03 1.88 -57.7 -0.434 19.48 20.86 04a60262o0471o
60262.254602  12.887  0.002 25427   57 o  0 2847.81  90.26700 -18.96770  6096.36  7295.12 2.01 1.86 -57.9 -0.445 19.47 20.90 04a60262o0475o
60262.257524  12.907  0.002 24952   56 o  0 3848.40  90.26700 -18.96770  6155.93  7372.02 1.99 1.82 -49.7 -0.440 19.50 20.87 04a60262o0481o
60262.281986  12.903  0.002 25042   56 o  0 2736.27  90.26700 -18.96770  6198.67  7252.68 2.10 1.85 -47.7 -0.444 19.47 20.93 04a60262o0530o
60266.057869  13.465  0.003 14921   40 c  0 261.45  90.26700 -18.96770   652.47  3389.33 2.36 2.19 -55.5 -0.386 19.74 21.56 03a60266o0599c
60266.060776  13.462  0.003 14971   40 c  0 331.73  90.26700 -18.96770   670.53  3429.55 2.41 2.18 -61.8 -0.386 19.72 21.57 03a60266o0605c
60266.072502  13.480  0.003 14723   40 c  0 285.72  90.26700 -18.96770   611.20  3347.59 2.53 2.33 -66.0 -0.378 19.66 21.53 03a60266o0629c
60266.083482  13.478  0.003 14750   40 c  0 229.43  90.26700 -18.96770   589.05  3464.52 2.50 2.28 -57.3 -0.387 19.62 21.48 03a60266o0651c
60268.236812  12.967  0.002 23622   52 o  0 1055.09  90.26700 -18.96770  1492.95  3534.51 2.23 1.93  54.1 -0.403 19.42 20.83 04a60268o0430o
60268.238645  12.967  0.002 23620   53 o  0 1417.32  90.26700 -18.96770  1475.13  3495.84 2.19 1.88  58.4 -0.408 19.46 20.83 04a60268o0434o
60269.994333  12.961  0.002 23756   54 o  0  33.86  90.26700 -18.96770  4130.23  9271.60 3.17 2.62 -16.9 -0.365 19.15 20.65 03a60270o0422o
60269.996227  12.963  0.002 23697   52 o  0 126.53  90.26700 -18.96770  4111.01  9231.98 2.93 2.48 -12.2 -0.367 19.23 20.66 03a60270o0426o
60269.999011  12.968  0.002 23599   53 o  0  93.97  90.26700 -18.96770  4166.87  9311.32 2.88 2.47 -20.1 -0.374 19.22 20.69 03a60270o0432o
60270.011014  12.956  0.002 23855   53 o  0 300.11  90.26700 -18.96770  4193.53  9196.47 2.51 2.19 -30.5 -0.389 19.52 20.91 03a60270o0452o
60270.100779  13.443  0.003 15237   50 c  0  23.33  90.26700 -18.96770  6425.46  1311.57 2.59 2.35 -31.8 -0.391 18.75 19.48 03a60270o0629c
60273.020168  12.942  0.002 24172   56 o  0  73.57  90.26700 -18.96770  4484.43  1338.10 2.39 2.19 -54.8 -0.398 18.89 19.66 03a60273o0504o
60278.013994  12.942  0.002 24157   60 o  0  83.18  90.26700 -18.96770  7074.59  5286.61 2.63 2.35 -50.8 -0.418 18.71 19.42 03a60278o0498o
60278.967840  12.948  0.002 24023   56 o  0 204.91  90.26700 -18.96770  3480.82  5283.81 2.41 2.13 -72.1 -0.431 18.98 19.90 03a60279o0382o
60278.969675  12.943  0.002 24139   56 o  0 181.71  90.26700 -18.96770  3462.52  5245.09 2.19 2.04 -48.8 -0.421 19.09 19.89 03a60279o0386o
60278.972435  12.952  0.002 23936   56 o  0 199.62  90.26700 -18.96770  3521.56  5324.51 2.16 1.96 -53.5 -0.424 19.09 19.88 03a60279o0392o
60278.998807  12.945  0.002 24098   57 o  0 129.10  90.26700 -18.96770  3552.62  5211.27 2.26 2.08 -48.0 -0.411 19.01 19.80 03a60279o0444o
60286.936421  12.931  0.002 24402   55 o  0 976.96  90.26700 -18.96770  1417.41  1424.48 2.37 2.12 -69.6 -0.425 19.51 21.03 03a60287o0323o
60286.939162  12.927  0.002 24495   55 o  0 527.46  90.26700 -18.96770  1399.26  1384.15 2.37 2.10 -78.6 -0.426 19.50 21.04 03a60287o0329o
60286.943793  12.936  0.002 24310   56 o  0 389.47  90.26700 -18.96770  1457.53  1464.11 2.44 2.16 -68.1 -0.427 19.46 21.04 03a60287o0339o
60286.964765  12.929  0.002 24446   54 o  0 876.79  90.26700 -18.96770  1485.22  1349.55 2.32 2.12 -54.9 -0.429 19.49 21.05 03a60287o0383o
60289.266147  13.096  0.001 20964   26 o  0 25992.39  90.26700 -18.96770  3314.72  5392.41 2.18 1.86 -75.8 -0.392 20.19 20.91 04a60289o0158o
60289.270288  13.078  0.001 21325   27 o  0 22859.94  90.26700 -18.96770  3334.81  5427.78 2.18 1.92 -80.4 -0.399 20.18 20.91 04a60289o0161o
60289.278589  13.070  0.001 21473   27 o  0 19346.21  90.26700 -18.96770  3278.39  5344.20 2.25 1.99 -82.2 -0.392 20.15 20.97 04a60289o0167o
60290.212218  13.037  0.001 22134   27 o  0 18169.76  90.26700 -18.96770  7156.29  1321.10 2.35 1.96 -18.3 -0.400 20.22 21.11 04a60290o0121o
60290.214971  13.030  0.001 22286   28 o  0 15238.57  90.26700 -18.96770  7139.53  1281.87 2.36 1.98 -17.9 -0.399 20.22 21.06 04a60290o0123o
60290.219105  13.034  0.001 22199   27 o  0 18115.86  90.26700 -18.96770  7200.99  1359.00 2.40 1.95 -19.0 -0.398 20.22 21.08 04a60290o0126o
60290.978214  12.967  0.002 23612   53 o  0 167.99  90.26700 -18.96770  3387.38  9254.91 3.29 2.89 -38.6 -0.356 19.37 21.24 03a60291o0399o
60290.985411  12.983  0.002 23270   52 o  0  90.74  90.26700 -18.96770  3404.39  9293.55 3.26 2.83 -34.4 -0.365 19.34 21.22 03a60291o0414o
60291.013189  12.962  0.002 23714   55 o  0  37.11  90.26700 -18.96770  3345.79  9214.01 3.46 3.03 -36.9 -0.371 19.23 21.13 03a60291o0471o
60291.016362  12.951  0.002 23956   53 o  0 160.15  90.26700 -18.96770  3323.99  9330.25 2.93 2.55 -38.9 -0.388 19.44 21.14 03a60291o0478o
60291.995648  12.938  0.002 24245   57 o  0 284.28  90.26700 -18.96770   552.10  1453.00 2.41 2.15 -66.8 -0.417 19.39 21.02 03a60292o0436o
60291.999366  12.924  0.002 24561   55 o  0 446.08  90.26700 -18.96770   570.09  1493.08 2.34 2.03 -69.6 -0.422 19.62 21.23 03a60292o0444o
60292.005103  12.948  0.002 24040   53 o  0 610.74  90.26700 -18.96770   512.14  1413.48 2.45 2.11 -70.7 -0.422 19.62 21.22 03a60292o0456o
60292.034492  13.396  0.003 15908   48 o  0 7579.35  90.26700 -18.96770   487.65  1529.78 2.40 2.02 -67.6 -0.498 19.59 21.16 03a60292o0518o
60293.264114  12.938  0.002 24246   56 o  0 807.11  90.26700 -18.96770   550.36  1523.36 2.71 1.85  46.7 -0.428 19.42 20.99 04a60293o0418o
60293.267293  12.933  0.002 24357   57 o  0 1207.60  90.26700 -18.96770   570.00  1559.62 2.63 1.83  45.9 -0.446 19.41 20.93 04a60293o0425o
60293.302929  12.944  0.002 24124   56 o  0 886.98  90.26700 -18.96770   516.12  1460.21 2.82 1.93  45.9 -0.430 19.27 20.74 04a60293o0501o
60293.309248  12.946  0.002 24068   56 o  0 822.47  90.26700 -18.96770   489.73  1575.74 2.74 1.92  42.2 -0.428 19.32 20.78 04a60293o0512o
60294.174523  12.944  0.002 24111   58 o  0 1451.05  90.26700 -18.96770  9653.65  5561.63 2.59 2.15 -14.2 -0.440 19.31 20.78 04a60294o0257o
60294.176338  12.960  0.003 23769   60 o  0 1354.79  90.26700 -18.96770  9635.95  5523.14 2.50 2.07 -15.1 -0.445 19.30 20.72 04a60294o0261o
60294.179080  12.938  0.002 24248   59 o  0 1838.53  90.26700 -18.96770  9696.14  5600.00 2.46 2.01 -11.8 -0.461 19.36 20.80 04a60294o0267o
60294.186714  12.931  0.002 24402   58 o  0 2012.46  90.26700 -18.96770  9721.87  5482.55 2.58 2.05 -12.6 -0.448 19.34 20.79 04a60294o0283o
60294.936029  12.945  0.002 24105   54 o  0 316.53  90.26700 -18.96770  9569.98  5600.14 2.36 2.08 -55.3 -0.398 19.53 20.93 03a60295o0296o
60294.937859  12.946  0.002 24071   52 o  0 382.36  90.26700 -18.96770  9551.84  5561.57 2.34 2.07 -56.5 -0.399 19.53 20.92 03a60295o0300o
60294.941047  12.945  0.002 24104   54 o  0 498.29  90.26700 -18.96770  9609.16  5640.38 2.28 2.02 -53.2 -0.402 19.55 20.93 03a60295o0307o
60294.963184  12.936  0.002 24295   54 o  0 562.07  90.26700 -18.96770   922.68  5032.85 2.35 2.01 -69.4 -0.422 19.57 20.96 03a60295o0353o
60295.907411  12.953  0.002 23914   53 o  0 299.61  90.26700 -18.96770  2096.75  7357.21 2.46 2.25 -63.1 -0.401 19.41 20.80 03a60296o0238o
60295.909219  12.937  0.002 24268   53 o  0 404.23  90.26700 -18.96770  2078.91  7318.29 2.42 2.17 -56.5 -0.402 19.49 20.80 03a60296o0242o
60295.912410  12.937  0.002 24279   54 o  0 346.58  90.26700 -18.96770  2138.04  7398.52 2.41 2.25 -57.1 -0.404 19.46 20.84 03a60296o0249o
60295.939186  12.944  0.002 24128   53 o  0 428.46  90.26700 -18.96770  2169.73  7281.47 2.40 2.14 -57.6 -0.405 19.53 21.02 03a60296o0304o
60297.175575  12.969  0.002 23580   56 o  0 316.31  90.26700 -18.96770  2238.08  7509.10 2.62 2.08 -76.1 -0.378 19.11 20.38 04a60297o0259o
60297.178330  12.934  0.002 24351   61 o  0 290.70  90.26700 -18.96770  2220.58  7470.81 2.42 1.98 -80.5 -0.405 19.15 20.38 04a60297o0265o
60297.214686  12.951  0.002 23975   56 o  0 699.96  90.26700 -18.96770  2317.72  7543.53 2.33 1.93 -71.9 -0.414 19.29 20.52 04a60297o0337o
60297.227462  12.967  0.002 23609   56 o  0 397.95  90.26700 -18.96770  8448.49  3175.18 2.55 2.20 -24.5 -0.388 19.21 20.59 04a60297o0359o
60298.208367  12.952  0.002 23937   54 o  0 1157.03  90.26700 -18.96770  1141.03  6994.99 2.34 2.02 -79.1 -0.394 19.45 20.98 04a60298o0337o
60298.244105  12.976  0.002 23418   53 o  0 1005.51  90.26700 -18.96770  1174.16  6997.37 2.42 2.03 -84.8 -0.378 19.43 21.04 04a60298o0410o
60298.247278  12.970  0.002 23559   54 o  0 764.96  90.26700 -18.96770  1116.09  6916.56 2.45 2.02 -82.0 -0.388 19.44 21.07 04a60298o0417o
60298.253688  12.962  0.002 23732   54 o  0 646.76  90.26700 -18.96770  1097.30  7028.06 2.32 1.94 -85.0 -0.389 19.50 21.09 04a60298o0430o
60298.953072  12.925  0.002 24547   54 o  0 361.11  90.26700 -18.96770  1029.36  6895.29 2.57 2.26 -63.0 -0.403 19.36 20.75 03a60299o0335o
60298.988248  12.928  0.002 24488   54 o  0 783.80  90.26700 -18.96770  1042.13  6935.12 2.50 2.14 -63.6 -0.415 19.56 21.08 03a60299o0409o
60298.991432  12.937  0.002 24271   53 o  0 646.16  90.26700 -18.96770   986.94  6856.15 2.62 2.24 -62.8 -0.411 19.49 21.07 03a60299o0416o
60299.001877  12.936  0.002 24297   53 o  0 540.29  90.26700 -18.96770   966.49  6971.92 2.55 2.24 -60.9 -0.407 19.50 21.01 03a60299o0438o
60299.938409  12.974  0.003 23457   59 o  0   3.47  90.26700 -18.96770  8424.44  1271.99 4.21 4.00 -50.7 -0.364 18.50 20.24 03a60300o0303o
60299.941369  12.940  0.002 24206   56 o  0  35.77  90.26700 -18.96770  8441.09  1311.50 2.90 2.71 -52.2 -0.398 18.92 20.23 03a60300o0309o
60299.972916  12.947  0.002 24052   56 o  0 129.95  90.26700 -18.96770  8384.64  1232.25 2.70 2.44 -54.3 -0.392 19.08 20.36 03a60300o0374o
60299.978899  12.956  0.002 23858   56 o  0  70.83  90.26700 -18.96770  8361.97  1349.19 2.81 2.55 -52.4 -0.389 19.09 20.45 03a60300o0387o
60301.189766  12.962  0.002 23734   59 o  0 366.86  90.26700 -18.96770  8411.73  1178.34 2.51 2.15 -27.3 -0.391 18.99 19.91 04a60301o0298o
60301.192554  12.962  0.003 23724   60 o  0 231.93  90.26700 -18.96770  8432.75  1213.43 2.59 2.22 -24.3 -0.378 18.97 19.89 04a60301o0304o
60301.199768  12.923  0.002 24592   61 o  0 419.97  90.26700 -18.96770  8377.15  1128.02 2.49 2.02 -23.8 -0.399 19.05 19.93 04a60301o0319o
60301.210604  12.741  0.003 29074   73 o  0 534.11  90.26700 -18.96770  8360.87  1234.82 2.55 2.04 -23.6 -0.404 19.00 19.91 04a60301o0341o
60302.203319  12.956  0.002 23849   57 o  0 611.46  90.26700 -18.96770  5241.19  5315.23 2.03 1.84 -49.1 -0.444 18.93 19.76 04a60302o0317o
60302.206584  12.935  0.002 24313   58 o  0 588.91  90.26700 -18.96770  5261.54  5350.35 1.98 1.87 -30.4 -0.447 18.91 19.76 04a60302o0324o
60302.212007  12.933  0.002 24366   59 o  0 539.93  90.26700 -18.96770  5203.52  5268.24 2.02 1.83 -41.7 -0.451 18.95 19.76 04a60302o0334o
60302.247520  12.937  0.002 24268   59 o  0 768.18  90.26700 -18.96770  5192.96  5355.35 2.09 1.95 -58.3 -0.447 18.95 19.83 04a60302o0408o
